Temperature
14393.01276345681
14400.71544966228
14419.282116328948
14404.81710458677
14412.850437920102
14405.432153235166
14353.81583240044
14364.329516603457
14379.496183270123
14408.629516603456
14408.010106687228
14437.901148031993
14498.53034441811
14551.742911043775
14568.34638634372
14548.942249396501
14549.175582729835
14562.172400291085
14534.042911043774
14542.01371465766
14560.234481365327
14558.880381324327
14559.413053010387
14584.14638634372
14590.90048638472
14622.533819718054
14642.367153051388
14625.26781469866
14596.307744151924
14616.437725055808
14627.037725055807
14609.761980246478
14596.419409403821
14612.828646913144
14631.861980246476
14637.057243711006
14600.2232487304
14577.7232487304
14586.896511516996
14584.027154068152
14592.430506497602
14595.307744151924
14578.241077485258
14531.807744151924
14481.857985099192
14485.837218391523
14518.00388505819
14566.170551724856
14611.893314070536
14613.590832047803
14580.240591100535
14511.440591100536
14437.133101723866
14402.75983893727
14382.66397588449
14382.09480691553
14388.324003301643
14354.991454486079
14353.09480691553
14350.19480691553
14393.125290296726
14406.301909699741
14385.904391722474
14424.786253276168
14432.850437920102
14403.935243033075
14402.050437920103
14350.704391722475
14382.296183270122
14369.884080944883
14410.188095021607
14409.088095021607
14434.479255376627
14474.108916063169
14503.275582729835
14542.079719677053
14548.04638634372
14551.908916063168
14575.14638634372
14578.813053010386
14572.179719677053
14561.501148031994
14545.447047990992
14540.020310777589
14544.947047990992
14567.434481365326
14589.840415837984
14625.907082504651
14617.77441081859
14612.374410818591
14607.904391722474
14619.404391722474
14601.561980246477
14590.99531357981
14616.765332675926
14608.431999342594
14604.040415837984
14589.596511516995
14583.72984485033
14593.396511516996
14575.227154068152
14564.430506497602
14572.163839830935
14539.107744151925
14481.491318432525
14446.991318432525
14469.324651765859
14538.037218391522
14576.833865962073
14590.689961641086
14591.05749871447
14581.240591100535
14516.973924433869
14437.599768390533
14390.899768390535
14398.533994980606
14393.633994980606
14384.344565968262
14364.994806915529
14356.361473582196
14362.361473582196
14423.485337993441
14434.091338712085
14429.721582247514
14427.539866932446
14445.435243033075
14420.214476325407
14398.614476325407
14375.004391722474
14385.29713395527
14394.520766707667
14386.954100041
14398.689915397066
14441.045922043295
14465.575582729834
14503.242249396502
14533.275582729835
14552.142249396502
14553.013053010387
14576.913053010387
14611.94638634372
14602.678006808455
14562.44638634372
14571.247047990993
14579.22031077759
14578.607744151925
14602.740415837985
14593.640415837985
14620.837063408535
14616.904391722474
14604.571058389141
14597.804391722475
14596.704391722475
14571.09531357981
